0.114,3.2106
0.115,3.211
0.116,3.2113
0.117,3.2117
0.118,3.2121
0.119,3.2125
0.12,3.2128
0.121,3.2131
0.122,3.2134
0.123,3.2138
0.124,3.214
0.125,3.2143
0.126,3.2146
0.127,3.2149
0.128,3.2153
0.129,3.2156
0.13,3.2159
0.131,3.2161
0.132,3.2164
0.133,3.2167
0.134,3.217
0.135,3.2173
0.136,3.2177
0.137,3.218
0.138,3.2184
0.139,3.2187
0.14,3.219
0.141,3.2196
0.142,3.2198
0.143,3.2203
0.144,3.2206
0.145,3.2211
0.146,3.2216
0.147,3.2221
0.148,3.2226
0.149,3.2232
0.15,3.2238
0.151,3.2245
0.152,3.2251
0.153,3.2257
0.154,3.2264
0.155,3.2271
0.156,3.2278
0.157,3.2285
0.158,3.2292
0.159,3.2299
0.16,3.2306
0.161,3.2312
0.162,3.2318
0.163,3.2325
0.164,3.2331
0.165,3.2337
0.166,3.2344
0.167,3.235
0.168,3.2356
0.169,3.2361
0.17,3.2368
0.171,3.2374
0.172,3.238
0.173,3.2385
0.174,3.239
0.175,3.2397
0.176,3.2402
0.177,3.2407
0.178,3.2412
0.179,3.2418
0.18,3.2423
0.181,3.2429
0.182,3.2433
0.183,3.2439
0.184,3.2444
0.185,3.2449
0.186,3.2453
0.187,3.2458
0.188,3.2464
0.189,3.2468
0.19,3.2473
0.191,3.2478
0.192,3.2483
0.193,3.2488
0.194,3.2492
0.195,3.2496
0.196,3.2501
0.197,3.2506
0.198,3.2511
0.199,3.2515
0.2,3.252
0.201,3.2524
0.202,3.2528
0.203,3.2532
0.204,3.2537
0.205,3.254
0.206,3.2545
0.207,3.255
0.208,3.2553
0.209,3.2558
0.21,3.2562
0.211,3.2567
0.212,3.2571
0.213,3.2574
0.214,3.2578
0.215,3.2582
0.216,3.2586
0.217,3.259
0.218,3.2594
0.219,3.2598
0.22,3.2601
0.221,3.2606
0.222,3.261
0.223,3.2613
0.224,3.2616
0.225,3.262
0.226,3.2624
0.227,3.2628
0.228,3.2631
0.229,3.2635
0.23,3.2638
0.231,3.2641
0.232,3.2645
0.233,3.2648
0.234,3.2652
0.235,3.2656
0.236,3.2659
0.237,3.2663
0.238,3.2666
0.239,3.267
0.24,3.2673
0.241,3.2677
0.242,3.2681
0.243,3.2684
0.244,3.2687
0.245,3.2691
0.246,3.2694
0.247,3.2698
0.248,3.2702
0.249,3.2705
0.25,3.2709
0.251,3.2713
0.252,3.2717
0.253,3.272
0.254,3.2723
0.255,3.2727
0.256,3.273
0.257,3.2733
0.258,3.2736
0.259,3.274
0.26,3.2744
0.261,3.2747
0.262,3.275
0.263,3.2754
0.264,3.2757
0.265,3.276
0.266,3.2763
0.267,3.2767
0.268,3.277
0.269,3.2773
0.27,3.2777
0.271,3.2779
0.272,3.2783
0.273,3.2786
0.274,3.2788
0.275,3.2792
0.276,3.2795
0.277,3.2797
0.278,3.28
0.279,3.2803
0.28,3.2806
0.281,3.2809
0.282,3.2812
0.283,3.2814
0.284,3.2816
0.285,3.282
0.286,3.2822
0.287,3.2825
0.288,3.2827
0.289,3.2829
0.29,3.2832
0.291,3.2834
0.292,3.2837
0.293,3.284
0.294,3.2841
0.295,3.2844
0.296,3.2847
0.297,3.2849
0.298,3.2852
0.299,3.2854
0.3,3.2857
0.301,3.2859
0.302,3.2862
0.303,3.2865
0.304,3.2867
0.305,3.287
0.306,3.2873
0.307,3.2876
0.308,3.2878
0.309,3.2881
0.31,3.2885
0.311,3.2887
0.312,3.289
0.313,3.2893
0.314,3.2895
0.315,3.2898
0.316,3.2901
0.317,3.2905
0.318,3.2907
0.319,3.291
0.32,3.2912
0.321,3.2914
0.322,3.2917
0.323,3.2919
0.324,3.2923
0.325,3.2924
0.326,3.2927
0.327,3.293
0.328,3.2931
0.329,3.2934
0.33,3.2936
0.331,3.2938
0.332,3.294
0.333,3.2942
0.334,3.2944
0.335,3.2946
0.336,3.2948
0.337,3.295
0.338,3.2952
0.339,3.2953
0.34,3.2955
0.341,3.2957
0.342,3.2959
0.343,3.296
0.344,3.2963
0.345,3.2964
0.346,3.2966
0.347,3.2968
0.348,3.297
0.349,3.2971
0.35,3.2973
0.351,3.2975
0.352,3.2976
0.353,3.2978
0.354,3.2979
0.355,3.2983
0.356,3.2985
0.357,3.2988
0.358,3.299
0.359,3.2992
0.36,3.2995
0.361,3.2996
0.362,3.2998
0.363,3.3
0.364,3.3003
0.365,3.3004
0.366,3.3006
0.367,3.3008
0.368,3.3009
0.369,3.3011
0.37,3.3013
0.371,3.3014
0.372,3.3015
0.373,3.3016
0.374,3.3018
0.375,3.3019
0.376,3.302
0.377,3.3022
0.378,3.3023
0.379,3.3024
0.38,3.3026
0.381,3.3027
0.382,3.3028
0.383,3.3029
0.384,3.3029
0.385,3.3031
0.386,3.3032
0.387,3.3033
0.388,3.3034
0.389,3.3035
0.39,3.3035
0.391,3.3036
0.392,3.3037
0.393,3.3038
0.394,3.3039
0.395,3.304
0.396,3.3041
0.397,3.3042
0.398,3.3042
0.399,3.3043
0.4,3.3044
0.401,3.3044
0.402,3.3045
0.403,3.3045
0.404,3.3046
0.405,3.3047
0.406,3.3048
0.407,3.3048
0.408,3.3049
0.409,3.3049
0.41,3.305
0.411,3.3051
0.412,3.3051
0.413,3.3052
0.414,3.3053
0.415,3.3054
0.416,3.3054
0.417,3.3054
0.418,3.3055
0.419,3.3056
0.42,3.3056
0.421,3.3056
0.422,3.3058
0.423,3.3058
0.424,3.3058
0.425,3.3059
0.426,3.3059
0.427,3.3061
0.428,3.306
0.429,3.3062
0.43,3.3062
0.431,3.3062
0.432,3.3063
0.433,3.3064
0.434,3.3064
0.435,3.3064
0.436,3.3066
0.437,3.3066
0.438,3.3066
0.439,3.3067
0.44,3.3068
0.441,3.3068
0.442,3.3068
0.443,3.3069
0.444,3.307
0.445,3.307
0.446,3.3071
0.447,3.3071
0.448,3.3072
0.449,3.3073
0.45,3.3074
0.451,3.3074
0.452,3.3074
0.453,3.3075
0.454,3.3075
0.455,3.3076
0.456,3.3077
0.457,3.3077
0.458,3.3078
0.459,3.3079
0.46,3.3079
0.461,3.308
0.462,3.308
0.463,3.308
0.464,3.3082
0.465,3.3083
0.466,3.3083
0.467,3.3083
0.468,3.3084
0.469,3.3085
0.47,3.3085
0.471,3.3086
0.472,3.3087
0.473,3.3088
0.474,3.3088
0.475,3.3089
0.476,3.3089
0.477,3.3091
0.478,3.3091
0.479,3.3091
0.48,3.3093
0.481,3.3094
0.482,3.3094
0.483,3.3095
0.484,3.3096
0.485,3.3097
0.486,3.3098
0.487,3.3098
0.488,3.3098
0.489,3.31
0.49,3.31
0.491,3.3101
0.492,3.3102
0.493,3.3103
0.494,3.3104
0.495,3.3105
0.496,3.3106
0.497,3.3106
0.498,3.3107
0.499,3.3108
0.5,3.3109
0.501,3.311
0.502,3.3111
0.503,3.3112
0.504,3.3113
0.505,3.3114
0.506,3.3114
0.507,3.3116
0.508,3.3117
0.509,3.3118
0.51,3.3118
0.511,3.312
0.512,3.3121
0.513,3.3121
0.514,3.3123
0.515,3.3124
0.516,3.3125
0.517,3.3126
0.518,3.3127
0.519,3.3129
0.52,3.313
0.521,3.313
0.522,3.3131
0.523,3.3133
0.524,3.3134
0.525,3.3135
0.526,3.3136
0.527,3.3137
0.528,3.3138
0.529,3.314
0.53,3.3141
0.531,3.3143
0.532,3.3143
0.533,3.3144
0.534,3.3146
0.535,3.3147
0.536,3.3148
0.537,3.315
0.538,3.3151
0.539,3.3152
0.54,3.3153
0.541,3.3154
0.542,3.3156
0.543,3.3157
0.544,3.3158
0.545,3.3159
0.546,3.316
0.547,3.3162
0.548,3.3163
0.549,3.3164
0.55,3.3165
0.551,3.3166
0.552,3.3168
0.553,3.3168
0.554,3.317
0.555,3.3171
0.556,3.3172
0.557,3.3173
0.558,3.3175
0.559,3.3176
0.56,3.3177
0.561,3.3178
0.562,3.318
0.563,3.3181
0.564,3.3182
0.565,3.3183
0.566,3.3184
0.567,3.3185
0.568,3.3186
0.569,3.3188
0.57,3.3188
0.571,3.319
0.572,3.3192
0.573,3.3193
0.574,3.3194
0.575,3.3195
0.576,3.3196
0.577,3.3197
0.578,3.3199
0.579,3.32
0.58,3.3201
0.581,3.3202
0.582,3.3203
0.583,3.3205
0.584,3.3205
0.585,3.3207
0.586,3.3208
0.587,3.3209
0.588,3.321
0.589,3.3212
0.59,3.3213
0.591,3.3214
0.592,3.3215
0.593,3.3216
0.594,3.3218
0.595,3.3218
0.596,3.322
0.597,3.3221
0.598,3.3222
0.599,3.3223
0.6,3.3225
0.601,3.3226
0.602,3.3227
0.603,3.3228
0.604,3.323
0.605,3.323
0.606,3.3232
0.607,3.3233
0.608,3.3234
0.609,3.3236
0.61,3.3238
0.611,3.3239
0.612,3.3241
0.613,3.3243
0.614,3.3244
0.615,3.3246
0.616,3.3246
0.617,3.3247
0.618,3.3249
0.619,3.3249
0.62,3.3251
0.621,3.3252
0.622,3.3254
0.623,3.3255
0.624,3.3256
0.625,3.3257
0.626,3.3258
0.627,3.326
0.628,3.3261
0.629,3.3263
0.63,3.3264
0.631,3.3266
0.632,3.3267
0.633,3.3269
0.634,3.327
0.635,3.3271
0.636,3.3273
0.637,3.3274
0.638,3.3276
0.639,3.3277
0.64,3.3279
0.641,3.328
0.642,3.3282
0.643,3.3283
0.644,3.3285
0.645,3.3286
0.646,3.3287
0.647,3.3289
0.648,3.3291
0.649,3.3293
0.65,3.3294
0.651,3.3296
0.652,3.3297
0.653,3.3299
0.654,3.3301
0.655,3.3302
0.656,3.3304
0.657,3.3306
0.658,3.3307
0.659,3.3309
0.66,3.3311
0.661,3.3312
0.662,3.3314
0.663,3.3316
0.664,3.3318
0.665,3.332
0.666,3.3322
0.667,3.3325
0.668,3.3326
0.669,3.3328
0.67,3.3329
0.671,3.3332
0.672,3.3334
0.673,3.3335
0.674,3.3338
0.675,3.3339
0.676,3.3341
0.677,3.3343
0.678,3.3345
0.679,3.3347
0.68,3.3349
0.681,3.3352
0.682,3.3353
0.683,3.3355
0.684,3.3357
0.685,3.3359
0.686,3.3361
0.687,3.3363
0.688,3.3365
0.689,3.3367
0.69,3.3369
0.691,3.3371
0.692,3.3373
0.693,3.3375
0.694,3.3377
0.695,3.3379
0.696,3.3381
0.697,3.3383
0.698,3.3385
0.699,3.3387
0.7,3.3389
0.701,3.339
0.702,3.3392
0.703,3.3394
0.704,3.3396
0.705,3.3398
0.706,3.34
0.707,3.3402
0.708,3.3403
0.709,3.3405
0.71,3.3407
0.711,3.3408
0.712,3.341
0.713,3.3411
0.714,3.3413
0.715,3.3415
0.716,3.3416
0.717,3.3418
0.718,3.3419
0.719,3.342
0.72,3.3422
0.721,3.3423
0.722,3.3424
0.723,3.3426
0.724,3.3426
0.725,3.3427
0.726,3.3429
0.727,3.343
0.728,3.3431
0.729,3.3432
0.73,3.3433
0.731,3.3434
0.732,3.3435
0.733,3.3436
0.734,3.3436
0.735,3.3437
0.736,3.3438
0.737,3.344
0.738,3.344
0.739,3.344
0.74,3.3442
0.741,3.3442
0.742,3.3443
0.743,3.3444
0.744,3.3445
0.745,3.3445
0.746,3.3446
0.747,3.3446
0.748,3.3447
0.749,3.3448
0.75,3.3449
0.751,3.3449
0.752,3.3449
0.753,3.3451
0.754,3.3451
0.755,3.3452
0.756,3.3453
0.757,3.3453
0.758,3.3453
0.759,3.3454
0.76,3.3454
0.761,3.3455
0.762,3.3456
0.763,3.3457
0.764,3.3457
0.765,3.3458
0.766,3.3458
0.767,3.3459
0.768,3.346
0.769,3.346
0.77,3.346
0.771,3.3461
0.772,3.3462
0.773,3.3462
0.774,3.3462
0.775,3.3463
0.776,3.3464
0.777,3.3464
0.778,3.3465
0.779,3.3466
0.78,3.3466
0.781,3.3466
0.782,3.3466
0.783,3.3467
0.784,3.3467
0.785,3.3468
0.786,3.3468
0.787,3.3469
0.788,3.347
0.789,3.347
0.79,3.3471
0.791,3.3471
0.792,3.3471
0.793,3.3472
0.794,3.3472
0.795,3.3473
0.796,3.3474
0.797,3.3474
0.798,3.3474
0.799,3.3475
0.8,3.3475
0.801,3.3476
0.802,3.3476
0.803,3.3477
0.804,3.3477
0.805,3.3477
0.806,3.3479
0.807,3.3478
0.808,3.3479
0.809,3.3479
0.81,3.348
0.811,3.3481
0.812,3.3481
0.813,3.3482
0.814,3.3482
0.815,3.3483
0.816,3.3484
0.817,3.3483
0.818,3.3485
0.819,3.3485
0.82,3.3485
0.821,3.3485
0.822,3.3486
0.823,3.3487
0.824,3.3488
0.825,3.3487
0.826,3.3488
0.827,3.3489
0.828,3.3489
0.829,3.349
0.83,3.3491
0.831,3.3491
0.832,3.3492
0.833,3.3492
0.834,3.3493
0.835,3.3493
0.836,3.3494
0.837,3.3494
0.838,3.3495
0.839,3.3495
0.84,3.3496
0.841,3.3496
0.842,3.3497
0.843,3.3498
0.844,3.3498
0.845,3.3498
0.846,3.3499
0.847,3.35
0.848,3.35
0.849,3.3501
0.85,3.3502
0.851,3.3502
0.852,3.3503
0.853,3.3504
0.854,3.3504
0.855,3.3505
0.856,3.3506
0.857,3.3506
0.858,3.3507
0.859,3.3508
0.86,3.3508
0.861,3.3509
0.862,3.351
0.863,3.351
0.864,3.3511
0.865,3.3512
0.866,3.3513
0.867,3.3514
0.868,3.3514
0.869,3.3515
0.87,3.3516
0.871,3.3517
0.872,3.3517
0.873,3.3518
0.874,3.3519
0.875,3.352
0.876,3.3521
0.877,3.3521
0.878,3.3522
0.879,3.3523
0.88,3.3524
0.881,3.3526
0.882,3.3526
0.883,3.3528
0.884,3.3528
0.885,3.3529
0.886,3.353
0.887,3.3531
0.888,3.3532
0.889,3.3533
0.89,3.3534
0.891,3.3535
0.892,3.3537
0.893,3.3537
0.894,3.3539
0.895,3.354
0.896,3.3542
0.897,3.3542
0.898,3.3544
0.899,3.3546
0.9,3.3547
0.901,3.3549
0.902,3.355
0.903,3.3551
0.904,3.3553
0.905,3.3554
0.906,3.3556
0.907,3.3557
0.908,3.3559
0.909,3.3561
0.91,3.3563
0.911,3.3564
0.912,3.3566
0.913,3.3568
0.914,3.357
0.915,3.3571
0.916,3.3573
0.917,3.3576
0.918,3.3578
0.919,3.358
0.92,3.3582
0.921,3.3584
0.922,3.3587
0.923,3.359
0.924,3.3592
0.925,3.3595
0.926,3.3597
0.927,3.3601
0.928,3.3603
0.929,3.3607
0.93,3.361
0.931,3.3613
0.932,3.3616
0.933,3.3619
0.934,3.3624
0.935,3.3627
0.936,3.3631
0.937,3.3635
0.938,3.3638
0.939,3.3643
0.94,3.3648
0.941,3.3652
0.942,3.3657
0.943,3.3662
0.944,3.3667
0.945,3.3672
0.946,3.3678
0.947,3.3684
0.948,3.3689
0.949,3.3696
0.95,3.3703
0.951,3.3709
0.952,3.3716
0.953,3.3722
0.954,3.3731
0.955,3.3739
0.956,3.3747
0.957,3.3756
0.958,3.3765
0.959,3.3775
0.96,3.3785
0.961,3.3796
0.962,3.3807
0.963,3.382
0.964,3.3833
0.965,3.3846
0.966,3.3861
0.967,3.3877
0.968,3.3893
0.969,3.391
0.97,3.3929
0.971,3.3949
0.972,3.397
0.973,3.3993
0.974,3.4017
0.975,3.4043
0.976,3.407
0.977,3.41
0.978,3.4133
0.979,3.4166
0.98,3.4202
0.981,3.424
0.982,3.428
0.983,3.4324
0.984,3.437
0.985,3.4419
0.986,3.4472
0.987,3.4527
0.988,3.4588
0.989,3.4651
0.99,3.4719
0.991,3.4792
0.992,3.487
0.993,3.4955
0.994,3.5046
0.995,3.5143
0.996,3.5249
0.997,3.5363
0.998,3.5489
0.999,3.5628
1,3.5779
